Timestamp,SensorType,SensorID,Event
2024-01-02 03:14:21,DoorSensor,8,0.3096670811981137
2024-01-02 05:38:35,WindowSensor,9,0.7122474241125777
2024-01-02 06:07:50,MotionSensor,24,0.9424627827970202
2024-01-02 07:02:44,MotionSensor,11,0.696391473610696
2024-01-02 07:37:27,MotionSensor,21,0.8053094720250301
2024-01-02 07:57:54,DoorSensor,3,0.2071417269719048
2024-01-02 08:55:22,DoorSensor,31,0.24257060301019706
2024-01-02 09:00:50,WindowSensor,25,0.27379645389270446
2024-01-02 09:28:16,DoorSensor,22,0.30456224008544985
2024-01-02 11:04:23,WindowSensor,15,0.6966881107461014
2024-01-02 12:01:30,WindowSensor,32,0.5590445851464385
2024-01-02 13:14:20,DoorSensor,22,0.03761241608502319
2024-01-02 13:19:55,DoorSensor,4,0.7497389077023736
2024-01-02 13:26:05,MotionSensor,6,0.8570020250594487
2024-01-02 13:31:39,MotionSensor,3,0.634102180044506
2024-01-02 15:01:48,DoorSensor,13,0.6504082118746184
2024-01-02 15:27:53,MotionSensor,17,0.7807047305079843
2024-01-02 17:14:26,MotionSensor,9,0.44629880647967646
2024-01-02 17:23:48,DoorSensor,32,0.25167711149918925
2024-01-02 17:30:13,WindowSensor,15,0.5614052270820564
2024-01-02 17:40:47,MotionSensor,26,0.7899809165015217
2024-01-02 17:55:18,MotionSensor,11,0.24819681818072226
2024-01-02 17:59:40,MotionSensor,3,0.5442383067115657
2024-01-02 18:01:44,DoorSensor,25,0.41601519460555103
2024-01-02 18:28:53,WindowSensor,22,0.1187461429890676
2024-01-02 19:56:37,MotionSensor,13,0.4172650397805907
2024-01-02 20:09:58,DoorSensor,20,0.08858076650846392
2024-01-02 20:32:08,MotionSensor,29,0.618393477277633
2024-01-02 20:36:01,DoorSensor,24,0.7144413020156489
2024-01-02 20:44:25,WindowSensor,24,0.3809390537972076
2024-01-02 20:44:36,MotionSensor,4,0.5729728650876972
2024-01-02 21:30:39,DoorSensor,9,0.6842545395902304
2024-01-02 22:57:05,WindowSensor,14,0.6469404743861608
2024-01-02 23:41:55,MotionSensor,2,0.028190272166923158
2024-01-03 00:36:47,MotionSensor,25,0.7844692266720618
2024-01-03 01:26:38,DoorSensor,24,0.1850677243432517
2024-01-03 02:25:47,DoorSensor,15,0.0028102804644785095
2024-01-03 02:41:00,WindowSensor,28,0.3677452232973135
2024-01-03 03:05:00,MotionSensor,19,0.7219168333146101
2024-01-03 05:15:17,DoorSensor,12,0.3994553656185873
2024-01-03 06:25:04,DoorSensor,2,0.430443635633569
2024-01-03 06:55:10,MotionSensor,20,0.30653051746410487
2024-01-03 07:40:41,WindowSensor,16,0.42185976127076064
2024-01-03 07:48:08,MotionSensor,26,0.30029459470866793
2024-01-03 07:56:17,WindowSensor,5,0.9914515317284807
2024-01-03 09:57:36,DoorSensor,27,0.4974942206749733
2024-01-03 09:59:21,WindowSensor,5,0.9565935434615453
2024-01-03 10:00:21,DoorSensor,27,0.18322610745136947
2024-01-03 10:07:11,MotionSensor,24,0.22680500577490215
2024-01-03 10:21:11,WindowSensor,12,0.593916817935687
2024-01-03 10:59:40,MotionSensor,26,0.8044096406232676
2024-01-03 11:30:03,DoorSensor,27,0.6560572505907625
2024-01-03 11:32:05,MotionSensor,5,0.13444155142236813
2024-01-03 12:24:46,MotionSensor,9,0.17574798255381396
2024-01-03 12:45:20,WindowSensor,22,0.22227531515796017
2024-01-03 13:03:30,DoorSensor,17,0.29017065751955284
2024-01-03 13:45:00,DoorSensor,26,0.08080730039883077
2024-01-03 14:36:37,MotionSensor,12,0.38793383393049363
2024-01-03 16:02:39,MotionSensor,15,0.574443485279981
2024-01-03 16:34:28,DoorSensor,5,0.12061441281937035
2024-01-03 16:34:58,WindowSensor,20,0.5942326703479063
2024-01-03 17:20:33,MotionSensor,12,0.9266944196180545
2024-01-03 17:37:04,DoorSensor,4,0.6939813652775059
2024-01-03 19:43:40,DoorSensor,21,0.9644448519389988
2024-01-03 21:15:21,DoorSensor,14,0.4244264072861418
2024-01-03 21:44:56,WindowSensor,8,0.20413160908227845
2024-01-03 23:00:27,DoorSensor,28,0.24906525624195985
2024-01-03 23:38:42,DoorSensor,27,0.4354137190274928
2024-01-03 23:39:38,MotionSensor,11,0.13191506706863543
2024-01-03 23:56:10,DoorSensor,17,0.3509646226107558
2024-01-04 01:26:29,DoorSensor,11,0.7808599894248992
2024-01-04 01:38:09,MotionSensor,11,0.7116512738431162
2024-01-04 02:13:10,DoorSensor,7,0.44911090367778417
2024-01-04 02:46:16,MotionSensor,4,0.5622520224643721
2024-01-04 03:39:47,MotionSensor,10,0.607273469986692
2024-01-04 04:27:57,DoorSensor,9,0.4708448102732442
2024-01-04 05:50:06,WindowSensor,32,0.1738965259250812
2024-01-04 06:09:35,DoorSensor,9,0.48384244869257653
2024-01-04 06:39:20,WindowSensor,1,0.2437183299116229
2024-01-04 07:23:32,MotionSensor,3,0.6701542124899001
2024-01-04 07:47:40,MotionSensor,11,0.6789597461146055
2024-01-04 08:31:41,WindowSensor,18,0.2586031517313804
2024-01-04 08:33:45,DoorSensor,4,0.3646582613786634
2024-01-04 12:40:27,DoorSensor,7,0.1096624585020779
2024-01-04 12:42:01,WindowSensor,23,0.1227002948475645
2024-01-04 14:02:30,DoorSensor,12,0.32791873530217386
2024-01-04 14:18:41,WindowSensor,19,0.20994352696902363
2024-01-04 14:38:37,DoorSensor,8,0.7323838030351147
2024-01-04 14:40:21,DoorSensor,5,0.783768987566718
2024-01-04 15:43:36,WindowSensor,32,0.6959110221790913
2024-01-04 15:45:58,MotionSensor,31,0.9851502791569071
2024-01-04 16:13:08,MotionSensor,29,0.30351836739259963
2024-01-04 19:13:07,WindowSensor,17,0.6499029768902015
2024-01-04 19:16:46,MotionSensor,23,0.4243550878234398
2024-01-04 19:29:44,WindowSensor,31,0.737148769927045
2024-01-04 21:07:38,MotionSensor,3,0.24366345641728415
2024-01-04 21:25:59,WindowSensor,18,0.8576527458912102
2024-01-04 21:27:47,WindowSensor,27,0.8918867371549581
2024-01-04 21:39:44,DoorSensor,16,0.5640210645877263
2024-01-04 23:20:54,WindowSensor,9,0.34089370974518285
2024-01-05 01:05:21,WindowSensor,22,0.9216621146067623
2024-01-05 02:42:26,MotionSensor,13,0.0972718419039158
2024-01-05 02:46:27,DoorSensor,13,0.30860574483769965
2024-01-05 04:39:39,WindowSensor,21,0.5055848964702108
2024-01-05 04:47:25,DoorSensor,27,0.23515505506235024
2024-01-05 05:31:30,WindowSensor,32,0.5370572168196307
2024-01-05 06:33:57,DoorSensor,10,0.21330495239470515
2024-01-05 08:18:30,DoorSensor,30,0.6738308604656288
2024-01-05 08:51:14,WindowSensor,4,0.6974726891201567
2024-01-05 10:31:11,DoorSensor,32,0.6443982943405381
2024-01-05 10:42:22,WindowSensor,31,0.5753897834100529
2024-01-05 11:03:21,WindowSensor,24,0.23877677946326137
2024-01-05 12:27:23,MotionSensor,28,0.857205814561089
2024-01-05 13:15:56,WindowSensor,17,0.27465264422957314
2024-01-05 14:07:49,DoorSensor,25,0.1619732817115821
2024-01-05 14:09:12,DoorSensor,3,0.36896948653740524
2024-01-05 14:10:07,WindowSensor,30,0.9003088633754158
2024-01-05 14:38:21,DoorSensor,1,0.5493526104578698
2024-01-05 15:15:42,MotionSensor,16,0.14208016050875039
2024-01-05 15:49:38,DoorSensor,12,0.43323295531775863
2024-01-05 16:00:42,WindowSensor,19,0.6198177651579786
2024-01-05 16:38:03,MotionSensor,19,0.38097460848714193
2024-01-05 16:43:05,MotionSensor,10,0.9986985070493575
2024-01-05 16:50:07,MotionSensor,13,0.3674820985448849
2024-01-05 17:03:01,MotionSensor,32,0.4945960406760619
2024-01-05 17:27:04,MotionSensor,2,0.9637252072308655
2024-01-05 18:43:16,MotionSensor,18,0.3801594343275482
2024-01-05 19:58:10,WindowSensor,6,0.15733330446164173
2024-01-05 20:04:58,MotionSensor,9,0.9642619483368128
2024-01-05 20:25:31,DoorSensor,1,0.00020155297242230308
2024-01-05 20:57:32,MotionSensor,13,0.2707687463711218
2024-01-05 21:22:51,MotionSensor,31,0.021176374563527833
2024-01-05 22:44:39,MotionSensor,1,0.594577666023719
2024-01-05 23:06:52,MotionSensor,2,0.8289683932803127
2024-01-06 00:10:57,DoorSensor,6,0.3409579871789744
2024-01-06 01:40:22,MotionSensor,19,0.898558198475922
2024-01-06 02:22:39,DoorSensor,16,0.09527944691599421
2024-01-06 02:32:27,MotionSensor,15,0.473388745363715
2024-01-06 03:21:02,MotionSensor,20,0.6235912160473106
2024-01-06 05:04:23,MotionSensor,21,0.5797686685967869
2024-01-06 05:22:52,DoorSensor,28,0.14403533866620677
2024-01-06 08:08:42,WindowSensor,25,0.9701969710167232
2024-01-06 08:34:55,MotionSensor,16,0.3537542373376207
2024-01-06 11:15:21,MotionSensor,15,0.992938305486748
2024-01-06 11:25:32,MotionSensor,7,0.9950464892547735
2024-01-06 12:35:07,MotionSensor,29,0.15133053408666353
2024-01-06 12:57:56,DoorSensor,21,0.11796256233959113
2024-01-06 13:08:45,WindowSensor,5,0.6332930392683831
2024-01-06 13:29:27,MotionSensor,30,0.27345410910780676
2024-01-06 14:21:15,WindowSensor,26,0.39899304942922265
2024-01-06 16:13:40,DoorSensor,8,0.07539160266056899
2024-01-06 19:19:10,DoorSensor,12,0.15941969956718272
2024-01-06 19:21:35,WindowSensor,6,0.6819803300381263
2024-01-06 20:08:15,WindowSensor,26,0.3034751998478602
2024-01-06 20:14:13,MotionSensor,14,0.8441547501141068
2024-01-06 20:23:01,DoorSensor,25,0.5830166572252827
2024-01-06 20:33:15,WindowSensor,2,0.6456181590549255
2024-01-06 21:04:39,WindowSensor,22,0.1843719391459422
2024-01-06 21:06:44,DoorSensor,2,0.13767114728006224
2024-01-06 21:07:18,WindowSensor,10,0.32348393065589054
2024-01-06 21:08:12,DoorSensor,25,0.16638987148060091
2024-01-06 21:16:08,WindowSensor,7,0.10116551560521647
2024-01-06 21:53:30,DoorSensor,27,0.5733796143751003
2024-01-06 22:46:06,DoorSensor,23,0.32752915172377406
2024-01-06 23:20:13,DoorSensor,17,0.4036318155942251
2024-01-06 23:20:18,MotionSensor,10,0.21461918980698025
2024-01-06 23:27:43,MotionSensor,9,0.30208984170728037
2024-01-06 23:45:25,MotionSensor,10,0.1591484107774368
2024-01-06 23:56:19,DoorSensor,14,0.7241026886328104
2024-01-07 00:56:52,WindowSensor,16,0.7757169709665035
2024-01-07 01:58:13,MotionSensor,22,0.3267728093903789
2024-01-07 02:23:51,DoorSensor,16,0.33202002995922375
2024-01-07 06:47:01,WindowSensor,25,0.7712453793531965
2024-01-07 09:28:34,MotionSensor,7,0.09030693854209515
2024-01-07 11:17:32,MotionSensor,8,0.674316082271374
2024-01-07 11:27:16,WindowSensor,12,0.12474317172930227
2024-01-07 11:36:30,DoorSensor,15,0.2392852988355546
2024-01-07 11:39:52,WindowSensor,25,0.5963909606953852
2024-01-07 12:13:37,DoorSensor,9,0.19481440120126514
2024-01-07 12:15:25,DoorSensor,12,0.16134308471985848
2024-01-07 12:18:18,MotionSensor,20,0.21192991067095746
2024-01-07 12:54:08,WindowSensor,8,0.356250295488307
2024-01-07 12:54:17,WindowSensor,2,0.8960064572686275
2024-01-07 13:08:13,MotionSensor,27,0.12945204059763005
2024-01-07 13:44:05,DoorSensor,19,0.3271513467694054
2024-01-07 14:24:43,MotionSensor,2,0.9416033316409493
2024-01-07 15:11:03,WindowSensor,27,0.4936354469159643
2024-01-07 15:11:06,DoorSensor,7,0.10077216687457302
2024-01-07 15:40:52,WindowSensor,10,0.35191355693666515
2024-01-07 15:52:07,MotionSensor,17,0.7935631222983393
2024-01-07 16:00:15,DoorSensor,12,0.7900999598124407
2024-01-07 16:29:36,MotionSensor,26,0.6002285344913085
2024-01-07 16:35:25,MotionSensor,28,0.1271353023717734
2024-01-07 17:05:13,DoorSensor,10,0.9518044716905111
2024-01-07 17:08:07,DoorSensor,17,0.4616864993653127
2024-01-07 17:11:07,DoorSensor,20,0.32090492228535494
2024-01-07 17:55:38,WindowSensor,13,0.3304098218026451
2024-01-07 18:17:23,DoorSensor,10,0.027827019785700013
2024-01-07 18:22:24,MotionSensor,27,0.12430112023780238
2024-01-07 20:14:00,WindowSensor,6,0.6957642389557755
2024-01-07 20:22:41,WindowSensor,15,0.8254244612070551
2024-01-07 20:56:11,WindowSensor,19,0.6016083015603313
2024-01-07 21:13:27,DoorSensor,3,0.6884181463522099
2024-01-07 21:22:22,WindowSensor,12,0.6839161128357959
2024-01-07 21:38:17,MotionSensor,24,0.22813976858236484
2024-01-07 21:50:07,DoorSensor,9,0.776782520045577
2024-01-07 22:19:31,MotionSensor,32,0.1599896388942248
2024-01-07 22:29:35,DoorSensor,22,0.7314331272629794
2024-01-07 22:33:54,DoorSensor,30,0.8959819101801688
2024-01-07 23:48:17,MotionSensor,2,0.16276911499539204
2024-01-07 23:59:11,WindowSensor,16,0.4602892146198696
2024-01-08 00:53:04,WindowSensor,27,0.424362915485336
2024-01-08 00:55:09,DoorSensor,15,0.3872835185629816
2024-01-08 00:55:10,DoorSensor,17,0.8005620359059199
2024-01-08 01:42:35,WindowSensor,17,0.17406161256577501
2024-01-08 01:45:10,WindowSensor,2,0.4843136485246159
2024-01-08 02:09:18,MotionSensor,22,0.9252603726098998
2024-01-08 03:04:40,WindowSensor,4,0.8922434091945752
2024-01-08 03:43:35,MotionSensor,18,0.8389441423636067
2024-01-08 04:50:25,WindowSensor,14,0.5364593065275043
2024-01-08 05:13:46,MotionSensor,23,0.9880235060399183
2024-01-08 05:21:30,DoorSensor,17,0.9157040703739969
2024-01-08 06:01:04,WindowSensor,16,0.9628353761360692
2024-01-08 06:20:58,MotionSensor,3,0.9498486302477591
2024-01-08 06:43:31,WindowSensor,27,0.4862168363818278
2024-01-08 06:48:32,WindowSensor,1,0.43109006084699353
2024-01-08 07:33:18,MotionSensor,18,0.16312085224041462
2024-01-08 07:46:37,WindowSensor,9,0.7024597429772897
2024-01-08 08:19:14,DoorSensor,32,0.7594446910499907
2024-01-08 08:22:46,MotionSensor,22,0.36757052960449077
2024-01-08 09:14:18,DoorSensor,25,0.12958326902182282
2024-01-08 09:54:24,WindowSensor,30,0.42087072038530415
2024-01-08 09:57:17,DoorSensor,17,0.17468989893005082
2024-01-08 10:19:31,DoorSensor,14,0.18408102149435812
2024-01-08 10:38:54,DoorSensor,23,0.16140213156055883
2024-01-08 11:58:08,DoorSensor,25,0.5749754009466543
2024-01-08 12:05:58,DoorSensor,17,0.33705632998494583
2024-01-08 12:11:09,DoorSensor,21,0.7605049321259798
2024-01-08 12:42:14,MotionSensor,23,0.9203404416485257
2024-01-08 13:55:01,MotionSensor,24,0.09709976715923763
2024-01-08 14:15:36,DoorSensor,1,0.433736264076952
2024-01-08 14:16:49,WindowSensor,32,0.08111839115253738
2024-01-08 16:22:19,DoorSensor,8,0.16431559738434032
2024-01-08 16:36:34,MotionSensor,11,0.434043834958905
2024-01-08 17:48:12,DoorSensor,15,0.2617426078818538
2024-01-08 17:55:34,MotionSensor,32,0.9766534908471716
2024-01-08 18:26:44,DoorSensor,17,0.47417328159720107
2024-01-08 18:30:45,MotionSensor,25,0.42728329771016893
2024-01-08 19:14:58,WindowSensor,30,0.5254568526755694
2024-01-08 19:58:22,DoorSensor,9,0.37192767132240423
2024-01-08 20:56:27,DoorSensor,18,0.5251979976961323
2024-01-08 21:05:36,MotionSensor,19,0.8403081428415007
2024-01-08 21:06:10,WindowSensor,2,0.5032586900442093
2024-01-08 23:23:06,WindowSensor,9,0.6878621184554662
2024-01-08 23:42:29,DoorSensor,22,0.003592297268382283
2024-01-09 00:44:46,MotionSensor,19,0.8472537327164283
2024-01-09 01:14:58,WindowSensor,23,0.9863162696514962
2024-01-09 01:40:02,WindowSensor,19,0.3648158281790792
2024-01-09 02:24:25,DoorSensor,22,0.2836648920011182
2024-01-09 02:53:15,DoorSensor,2,0.5380005867238988
2024-01-09 03:24:46,MotionSensor,6,0.03473064782170099
2024-01-09 03:26:59,DoorSensor,28,0.43790904168614764
2024-01-09 03:54:21,DoorSensor,17,0.9173560897705476
2024-01-09 04:06:24,MotionSensor,10,0.06929141737162892
2024-01-09 04:48:13,WindowSensor,12,0.09501145241788012
2024-01-09 05:26:12,DoorSensor,21,0.25387642637325303
2024-01-09 07:19:32,DoorSensor,12,0.5734349336805288
2024-01-09 08:20:45,MotionSensor,18,0.4629926716534718
2024-01-09 09:48:57,WindowSensor,1,0.438536464837623
2024-01-09 09:51:52,MotionSensor,9,0.5706221931961183
2024-01-09 09:53:05,DoorSensor,11,0.24257487570886915
2024-01-09 10:31:29,WindowSensor,5,0.004911399305699837
2024-01-09 12:42:32,WindowSensor,3,0.2778630159888882
2024-01-09 13:10:33,DoorSensor,26,0.19775517984134938
2024-01-09 13:35:07,WindowSensor,6,0.6195639341041328
2024-01-09 14:16:27,WindowSensor,4,0.609568932992333
2024-01-09 14:31:51,MotionSensor,27,0.6063474242378476
2024-01-09 15:49:50,MotionSensor,21,0.2658008115619044
2024-01-09 15:58:57,MotionSensor,1,0.5404009621997815
2024-01-09 16:19:24,WindowSensor,12,0.9158496394040777
2024-01-09 17:01:16,MotionSensor,17,0.8577509557268919
2024-01-09 18:28:38,MotionSensor,10,0.9576248063876296
2024-01-09 18:39:04,DoorSensor,24,0.168979705264115
2024-01-09 19:18:41,MotionSensor,29,0.6902420802208712
2024-01-09 19:39:39,DoorSensor,11,0.30391565004761656
2024-01-09 20:06:00,DoorSensor,24,0.3307608840780061
2024-01-09 21:41:51,WindowSensor,7,0.7594065858738411
2024-01-09 22:55:18,MotionSensor,3,0.20136689204024916
2024-01-10 03:30:30,WindowSensor,22,0.9652340450873647
2024-01-10 03:33:48,DoorSensor,3,0.17300976725679262
2024-01-10 04:48:58,DoorSensor,23,0.9563193473008798
2024-01-10 05:38:11,WindowSensor,6,0.5725423531819731
2024-01-10 06:26:58,MotionSensor,24,0.19261793869052657
2024-01-10 06:31:15,DoorSensor,3,0.43232197479257484
2024-01-10 08:15:21,MotionSensor,32,0.06231165854858067
2024-01-10 08:20:04,DoorSensor,12,0.46891411753150225
2024-01-10 08:41:31,DoorSensor,14,0.8184700089817499
2024-01-10 10:38:03,DoorSensor,15,0.5158414957824007
2024-01-10 10:54:33,DoorSensor,30,0.7452411968431305
2024-01-10 11:06:17,DoorSensor,8,0.4889678246337468
2024-01-10 11:15:17,WindowSensor,12,0.4090973890120816
2024-01-10 13:18:10,MotionSensor,31,0.5241351360300296
2024-01-10 15:25:49,WindowSensor,28,0.9032299677731451
2024-01-10 15:47:37,DoorSensor,26,0.962538347808516
2024-01-10 16:43:07,WindowSensor,13,0.9224133923601846
2024-01-10 17:36:10,DoorSensor,7,0.9255297554879868
2024-01-10 17:40:45,DoorSensor,8,0.004051674912501135
2024-01-10 17:50:26,DoorSensor,10,0.2662082231020473
2024-01-10 18:03:13,DoorSensor,21,0.6983009970028905
2024-01-10 18:40:15,DoorSensor,4,0.011653090905357044
2024-01-10 18:54:49,MotionSensor,18,0.28686054028152064
2024-01-10 20:25:13,DoorSensor,16,0.6132487585632631
2024-01-10 20:43:25,WindowSensor,10,0.44901874748718296
2024-01-10 22:03:20,WindowSensor,15,0.6454854978559283
2024-01-10 22:22:30,WindowSensor,12,0.20444644720584793
2024-01-10 22:38:00,DoorSensor,31,0.935694928107974
2024-01-10 22:39:15,MotionSensor,10,0.9864815553758106
2024-01-11 00:37:38,DoorSensor,23,0.8938034820806331
2024-01-11 02:09:59,WindowSensor,24,0.9663481877537549
2024-01-11 02:20:55,MotionSensor,1,0.03683268511759208
2024-01-11 02:24:37,MotionSensor,26,0.45328078707632724
2024-01-11 02:48:42,WindowSensor,4,0.188097985214299
2024-01-11 03:01:37,MotionSensor,17,0.38961720466914873
2024-01-11 03:50:43,DoorSensor,27,0.21102483236355918
2024-01-11 03:59:59,WindowSensor,25,0.6081973371176742
2024-01-11 04:12:42,MotionSensor,6,0.9381007208542809
2024-01-11 04:23:49,MotionSensor,28,0.2236734530678286
2024-01-11 06:20:54,DoorSensor,16,0.9978709722197492
2024-01-11 06:24:00,MotionSensor,6,0.21256448768670133
2024-01-11 06:49:36,DoorSensor,29,0.2366093886935704
2024-01-11 07:18:16,DoorSensor,3,0.28833266911080513
2024-01-11 08:24:34,DoorSensor,5,0.7970586961809966
2024-01-11 09:32:30,DoorSensor,13,0.704318254780102
2024-01-11 10:56:14,WindowSensor,23,0.0932520370331158
2024-01-11 11:21:07,WindowSensor,6,0.2328016062718543
2024-01-11 12:59:43,WindowSensor,31,0.1164342823595339
2024-01-11 13:34:43,DoorSensor,14,0.5279022276816812
2024-01-11 13:55:16,DoorSensor,1,0.6369086126494584
2024-01-11 14:35:13,WindowSensor,8,0.6018379527094067
2024-01-11 15:06:16,WindowSensor,4,0.20146883614750477
2024-01-11 15:41:34,MotionSensor,5,0.03271300550968659
2024-01-11 16:04:02,MotionSensor,32,0.19026688688833981
2024-01-11 16:09:46,MotionSensor,28,0.6150531456901687
2024-01-11 16:56:41,WindowSensor,31,0.7008847551147421
2024-01-11 17:18:13,MotionSensor,21,0.4694684091609229
2024-01-11 19:15:54,WindowSensor,29,0.736198374071687
2024-01-11 20:08:14,MotionSensor,16,0.6595885748261617
2024-01-11 20:24:09,WindowSensor,10,0.8850316509469397
2024-01-11 21:08:55,WindowSensor,12,0.12183226919298984
2024-01-11 21:11:12,DoorSensor,13,0.06879308358545255
2024-01-11 21:23:41,MotionSensor,7,0.5744392097298264
2024-01-11 21:43:05,WindowSensor,27,0.5473411289819415
2024-01-11 22:01:40,DoorSensor,11,0.5539793890030755
2024-01-11 22:55:57,MotionSensor,2,0.20367588666598746
2024-01-11 23:22:01,DoorSensor,6,0.02423157375468432
2024-01-12 00:14:41,DoorSensor,11,0.4807239961381704
2024-01-12 00:57:32,MotionSensor,4,0.38011842272686547
2024-01-12 01:54:28,WindowSensor,30,0.7364901731532748
2024-01-12 01:55:15,DoorSensor,5,0.7998642231677001
2024-01-12 02:54:20,DoorSensor,1,0.9094732842131658
2024-01-12 03:33:01,DoorSensor,11,0.5919592966033133
2024-01-12 03:41:05,DoorSensor,14,0.7956884216690784
2024-01-12 03:42:02,MotionSensor,10,0.8700851070612194
2024-01-12 03:57:40,DoorSensor,21,0.5440525679670857
2024-01-12 05:36:59,DoorSensor,19,0.6899404256643273
2024-01-12 07:09:10,WindowSensor,2,0.22707601965943514
2024-01-12 07:58:07,WindowSensor,3,0.25733846084391243
2024-01-12 08:02:23,WindowSensor,5,0.09359573805707244
2024-01-12 08:30:17,WindowSensor,13,0.622597157912491
2024-01-12 08:39:32,MotionSensor,10,0.3695113283409063
2024-01-12 09:37:38,WindowSensor,4,0.987472105126654
2024-01-12 09:48:20,DoorSensor,15,0.6306837403771999
2024-01-12 09:50:41,DoorSensor,17,0.37694150803879645
2024-01-12 09:58:36,MotionSensor,21,0.30646036113404784
2024-01-12 10:01:03,WindowSensor,30,0.9028100257854365
2024-01-12 10:18:54,WindowSensor,11,0.4794518447254996
2024-01-12 12:06:46,MotionSensor,30,0.4179738269959059
2024-01-12 12:11:29,WindowSensor,28,0.8670482251478071
2024-01-12 12:11:31,DoorSensor,17,0.7006881381546836
2024-01-12 12:38:04,WindowSensor,19,0.8568297612139487
2024-01-12 12:39:05,WindowSensor,16,0.9047463422022557
2024-01-12 14:04:26,MotionSensor,11,0.35249204640354836
2024-01-12 14:04:46,DoorSensor,30,0.03571974276607803
2024-01-12 14:54:10,MotionSensor,20,0.42267571504546975
2024-01-12 15:43:19,WindowSensor,14,0.33581932755135846
2024-01-12 16:15:03,DoorSensor,23,0.281609098086275
2024-01-12 16:18:17,DoorSensor,1,0.05593890327286666
2024-01-12 16:57:09,WindowSensor,11,0.8211334682064642
2024-01-12 17:03:35,MotionSensor,17,0.7036063680480753
2024-01-12 17:50:15,WindowSensor,7,0.8808648358119395
2024-01-12 19:00:12,DoorSensor,30,0.8241180588444287
2024-01-12 19:47:48,MotionSensor,27,0.33805553530802335
2024-01-12 19:54:35,MotionSensor,21,0.06100009573770637
2024-01-12 20:03:06,MotionSensor,13,0.6100630836976669
2024-01-12 21:41:56,MotionSensor,9,0.15122423025637544
2024-01-12 21:55:50,WindowSensor,30,0.2428728353855668
2024-01-12 22:46:37,MotionSensor,28,0.19930517325392527
2024-01-12 23:00:49,MotionSensor,24,0.29057960558437024
2024-01-13 00:25:58,MotionSensor,11,0.60089347460801
2024-01-13 01:13:30,MotionSensor,15,0.9048083437244565
2024-01-13 02:29:12,DoorSensor,25,0.5303788636506125
2024-01-13 03:44:45,DoorSensor,30,0.3331233443570176
2024-01-13 04:06:55,MotionSensor,4,0.9691915046291865
2024-01-13 05:07:15,DoorSensor,8,0.5239312636875777
2024-01-13 05:38:54,WindowSensor,8,0.16188570062382523
2024-01-13 06:24:04,WindowSensor,2,0.5831522052225695
2024-01-13 07:30:39,DoorSensor,16,0.8484471325047819
2024-01-13 08:12:39,MotionSensor,31,0.6184779770888041
2024-01-13 08:59:29,DoorSensor,8,0.9660603644199741
2024-01-13 09:24:57,WindowSensor,6,0.10306962235232897
2024-01-13 10:39:33,DoorSensor,27,0.924398557777194
2024-01-13 12:15:16,DoorSensor,21,0.6791383223670905
2024-01-13 12:54:52,MotionSensor,26,0.23751637658781954
2024-01-13 13:02:36,DoorSensor,31,0.24753029426327378
2024-01-13 14:09:22,DoorSensor,3,0.8904069344657581
2024-01-13 14:09:39,DoorSensor,11,0.7246895672906584
2024-01-13 14:33:03,WindowSensor,23,0.7107773006926339
